name,price,code
Áo sơ mi nam dài tay vải Kaki Hàn Quốc màu Nâu vàng,"238,000 đ",OEMAKKN2099
20 cây Bút dạ bảng Thiên Long WB-03,"130,000 đ",BDB001
12 con Dao trổ 1 lưỡi núm xoay SW91024,"264,000 đ",SW91024
36 hộp Kẹp hồ sơ sắt đen 19mm Echo,"189,000 đ",KEP002
20 cây Bút xóa Thiên Long CP-02 12ml,"172,000 đ",BXT001
Áo sơ mi nam dài tay họa tiết chấm bi vải Cotton màu Xanh Tím Than X309,"244,000 đ",OEMASMN2103
Áo sơ mi nam cộc tay kẻ caro to vải Cotton màu Xanh Than XNC130,"374,000 đ",OEMASMN2104
Áo sơ mi nam dài tay có kẻ sọc vải Cotton lụa Hàn Quốc màu Trắng F8888,"148,000 đ",OEMASMN2105
Áo sơ mi nam dài tay họa tiết hoa 6 cánh vải Cotton màu Xanh da trời AC143,"314,000 đ",OEMASMN2107
Áo sơ mi nam dài tay họa tiết vết xước vải Cotton sợi màu Xanh Dương 8561,"314,000 đ",OEMASMN2106
Áo sơ mi nam dài tay có họa tiết nhỏ vải chống nhăn màu Trắng lụa SH002,"314,000 đ",OEMASMN2108
Áo sơ mi nam cộc tay kẻ ngang vải Sợi Tre màu Xanh Dương GD566,"314,000 đ",OEMASMN2111
Áo sơ mi nam cộc tay kẻ trắng vải Sợi Tre màu Xanh Dương GD553,"314,000 đ",OEMASMN2109
Áo sơ mi nam dài tay có họa tiết vải Cotton màu Xanh Dương AC146,"314,000 đ",OEMASMN2110
Áo sơ mi nam dài tay họa tiết nốt nhạc kép xanh vải Cotton màu Trắng X302,"374,000 đ",OEMASMN2112
Áo sơ mi nam dài tay chấm bi vải Cotton màu Tím nhạt AC156,"314,000 đ",OEMASMN2113
Áo sơ mi nam dài tay có túi ngực vải Cotton màu Trắng Sứ A12,"244,000 đ",OEMASMN2114
Áo sơ mi nam dài tay có kẻ ngang to vải Sợi Tre màu Xanh Dương Y8566,"314,000 đ",OEMASMN2116
Áo sơ mi nam dài tay kẻ sọc đôi vải Cotton màu Xanh Dương 327,"274,000 đ",OEMASMN2117
Áo sơ mi nam dài tay kẻ caro trắng nhỏ vải Cotton màu Xanh Dương AC159,"314,000 đ",OEMASMN2120
Áo sơ mi nam cộc tay kẻ caro xanh vải Cotton  màu Trắng V815,"244,000 đ",OEMASMN2119
Áo sơ mi nam dài tay kẻ sọc tăm vải Cotton màu Đỏ AC153,"314,000 đ",OEMASMN2118
Áo sơ mi nam cộc tay họa tiết vết xước vải Cotton sợi màu Tím nhạt GD563,"314,000 đ",OEMASMN2115
Áo sơ mi nam dài tay kẻ caro trắng vải Sợi Tre màu Xám nhạt X8551,"274,000 đ",OEMASMN2121
Áo sơ mi nam dài tay kẻ caro vải Sợi Tre màu Đen AC131,"344,000 đ",OEMASMN2122
Áo sơ mi nam dài tay kẻ caro vải Sợi Tre màu Xanh Lục AC139,"374,000 đ",OEMASMN2123
Áo sơ mi nam cộc tay họa tiết hoa nhí trắng vải Cotton màu Xanh Tím Than 809,"314,000 đ",OEMASMN2124
Áo sơ mi nam dài tay kẻ sọc vải Cotton màu Nâu Xám AT211,"374,000 đ",OEMASMN2125
Áo sơ mi nam cộc tay kẻ caro vải Cotton màu Ghi Xám NT202,"344,000 đ",OEMASMN2126
Áo sơ mi nam dài tay họa tiết nhỏ vải Cotton màu Xanh Tím Than 309,"244,000 đ",OEMASMN2129
Áo sơ mi nam dài tay họa tiết nhỏ vải Cotton màu Xanh Than sẫm SH001,"314,000 đ",OEMASMN2128
Áo sơ mi nam dài tay trơn có túi vải Cotton màu Xanh Than sẫm XA13,"244,000 đ",OEMASMN2127
Áo sơ mi nam dài tay kẻ caro vải Cotton màu Nâu Đậm XAC135,"344,000 đ",OEMASMN2130
Áo sơ mi nam dài tay kẻ caro vải Sợi Tre màu Xanh Sẫm AC140,"344,000 đ",OEMASMN2131
Áo sơ mi nam dài tay kẻ xanh ngang vải Sợi Tre màu Xanh Da Trời 8566,"314,000 đ",OEMASMN2132
Hộp đựng khăn giấy hình chú Khỉ bằng bông,"164,000 đ",OEMHG510-ho
Áo sơ mi dài tay kẻ caro vải Sợi Tre màu Xanh Than AC130,"374,000 đ",OEMASMN2133
Áo sơ mi cộc tay có túi vải Polyspun màu Trắng trơn SRN03,"244,000 đ",OEMASMN2135
Áo sơ mi dài tay kẻ caro trắng vải Cotton màu Xanh Dương X8553,"314,000 đ",OEMASMN2134
Áo sơ mi dài tay có túi vải Cotton màu Xanh Dương trơn A14,"314,000 đ",OEMASMN2136
Áo sơ mi nam cộc tay họa tiết vết xước vải Sợi Tre màu Xanh Ngọc GD560,"314,000 đ",OEMASMN2137
Áo sơ mi nam dài tay kẻ caro to vải Cotton màu Nâu sẫm AC128,"344,000 đ",OEMASMN2138
Áo sơ mi nam dài tay vải Sợi Tre kẻ caro màu Xám AC127,"344,000 đ",OEMASMN2144
Áo sơ mi nam dài tay kẻ caro vải Sợi Tre màu Xanh Lục YAT204,"344,000 đ",OEMASMN2145
Áo sơ mi nam dài tay kẻ tăm vải Cotton màu Xanh Dương 326,"274,000 đ",OEMASMN2139
Áo sơ mi nam dài tay kẻ caro nhỏ vải Cotton màu Xanh sẫm AC148,"314,000 đ",OEMASMN2140
Áo sơ mi nam dài tay kẻ caro đen nhỏ vải Cotton màu Trắng AC155,"314,000 đ",OEMASMN2141
Áo sơ mi nam cộc tay kẻ caro sẫm vải Cotton màu Xanh Tím Than NT201,"277,000 đ",OEMASMN2142
Áo sơ mi nam cộc tay kẻ caro xanh vải Cotton màu Xanh V818,"244,000 đ",OEMASMN2143
Áo sơ mi nam dài tay vải Cotton màu Ghi Xám kẻ caro AT202,"344,000 đ",OEMASMN2146
Áo sơ mi nam dài tay vải Cotton màu Xanh Dương chấm bi trắng AC157,"344,000 đ",OEMASMN2147
Áo sơ mi nam dài tay vải Cotton màu Xanh Ngọc họa tiết vết xước 8560,"314,000 đ",OEMASMN2148
Áo sơ mi nam dài tay vải sợi Cotton màu Xanh Đen kẻ caro AC124,"344,000 đ",OEMASMN2149
Áo sơ mi nam dài tay vải Sợi Tre màu Xanh Than kẻ caro XAC130,"374,000 đ",OEMASMN2150
Áo sơ mi nam dài tay vải Sợi Tre màu Xanh Đen kẻ caro chìm AT207,"344,000 đ",OEMASMN2151
Áo sơ mi nam dài tay vải Sợi Tre màu Nâu sẫm kẻ caro AC135,"374,000 đ",OEMASMN2152
Áo sơ mi nam cộc tay vải Sợi Tre màu Đen kẻ caro NC131,"341,000 đ",OEMASMN2154
Áo sơ mi nam dài tay vải Cotton màu Xanh Than trơn A13,"244,000 đ",OEMASMN2153
Áo sơ mi nam dài tay vải Cotton màu Ghi kẻ sọc Xanh AC151,"314,000 đ",OEMASMN2155
Áo sơ mi nam dài tay vải Cotton màu Trắng có sọc màu Xám nhạt AT205,"371,000 đ",OEMASMN2156
"Combo 48 cây Bút Gel Pen xanh, đỏ đen mã SWP9","229,000 đ",SWP9
"24 cây Bút Gel xanh, đỏ, đen Sunwood mã SWP5","168,000 đ",SWP5
Áo sơ mi nam dài tay vải Nano chống nhăn màu Trắng trơn SRD05,"341,000 đ",OEMASMN2159
Áo sơ mi nam dài tay vải Cotton màu Xanh Đen họa tiết lưới X301,"329,000 đ",OEMASMN2157
Áo sơ mi nam dài tay vải Cotton màu Đen kẻ sọc xám AT206,"371,000 đ",OEMASMN2162
Áo sơ mi nam dài tay vải Cotton màu Xanh Tím Than kẻ caro to XAT201,"284,000 đ",OEMASMN2163
Áo sơ mi nam dài tay vải Cotton màu Trắng Xanh kẻ ô vuông nhỏ AC154,"341,000 đ",OEMASMN2164
Áo sơ mi nam dài tay vải Sợi Tre màu Be AT208,"344,000 đ",OEMASMN2161
Áo sơ mi nam dài tay vải Sợi Tre màu Đỏ Bordeaux AC123,"374,000 đ",OEMASMN2160
Áo sơ mi nam cộc tay vải Sợi Tre màu Xanh Ngọc họa tiết vết xước XGD560,"314,000 đ",OEMASMN2158
Áo sơ mi nam dài tay vải Sợi Tre màu Xanh Than nhạt kẻ caro to YAC130,"371,000 đ",OEMASMN2165
Áo sơ mi nam dài tay vải Cotton màu Xanh Tím Than kẻ caro chìm AT201,"349,000 đ",OEMASMN2181
Áo sơ mi nam cộc tay vải Sợi Tre màu màu Xanh Dương kẻ caro NT203,"341,000 đ",OEMASMN2166
Áo sơ mi cộc tay vải Sợi Tre màu Nâu nhạt kẻ caro nâu đậm NC135,"341,000 đ",OEMASMN2168
Áo sơ mi nam cộc tay vải Nano chống nhăn màu Trắng trơn SRN01,"311,000 đ",OEMASMN2169
Áo sơ mi nam dài tay vải Sợi Tre màu Xanh Lục kẻ caro to AT204,"341,000 đ",OEMASMN2170
Áo sơ mi nam dài tay vải Sợi Tre màu Nâu kẻ caro màu Nâu sẫm YAC135,"374,000 đ",OEMASMN2171
Áo sơ mi nam cộc tay vải Sợi Tre màu Đỏ Bordeaux sẫm kẻ caro Đen NC123,"374,000 đ",OEMASMN2172
Áo sơ mi nam dài tay vải Sợi Tre màu Xanh Dương kẻ caro màu Ghi chìm YAT203,"341,000 đ",OEMASMN2173
Áo sơ mi nam dài tay vải Sợi Tre màu Xanh Dương kẻ caro màu Ghi AT203,"341,000 đ",OEMASMN2174
Áo sơ mi nam dài tay vải Cotton màu Xanh Ngọc in vết xước chìm X8560,"314,000 đ",OEMASMN2178
Áo sơ mi nam dài tay vải Cotton màu Ghi Xám kẻ caro chìm YAT202,"341,000 đ",OEMASMN2175
Áo sơ mi nam dài tay vải Sợi Tre màu Đen kẻ caro màu Xám & Đen YAC131,"374,000 đ",OEMASMN2176
Áo sơ mi nam dài tay vải Sợi Tre màu Xanh Lục kẻ caro to NT204,"341,000 đ",OEMASMN2177
Áo sơ mi nam dài tay vải Sợi Tre màu Xanh Dương nhạt kẻ caro nhỏ AC137,"374,000 đ",OEMASMN2179
Áo sơ mi nam dài tay vải Sợi Tre màu Đen kẻ caro màu Xám & Đen XAC131,"374,000 đ",OEMASMN2180
Áo sơ mi nam cộc tay vải Sợi Tre màu Xanh Đen kẻ sọc Xanh Dương NC140,"474,000 đ",OEMASMN2182
Áo sơ mi nam dài tay vải Cotton màu Xanh Tím Than kẻ caro chìm YAT201,"344,000 đ",OEMASMN2167
Áo sơ mi nam dài tay vải sợi Velvet màu Xanh Ngọc có 2 túi ngực,"398,000 đ",OEMASMN2183
Áo sơ mi nam dài tay vải sợi Velvet màu Xanh Đen có 2 túi ngực,"398,000 đ",OEMASMN2184
Áo sơ mi nam dài tay vải sợi Velvet màu Cánh Sen có 2 túi ngực,"398,000 đ",OEMASMN2185
Áo sơ mi nam dài tay vải sợi Velvet màu Tan có 2 túi ngực,"398,000 đ",OEMASMN2186
Áo sơ mi nam dài tay vải Nhung tuyết màu Xanh Tím Than trơn T3121N1511,"567,000 đ",OEMASMN2188
Áo sơ mi nam dài tay vải sợi Velvet màu Bã trầu tươi có 2 túi ngực,"398,000 đ",OEMASMN2187
Áo sơ mi nam dài tay vải Nhung tuyết màu Da bò nhạt T3121N1511,"567,000 đ",OEMASMN2189
Combo 12 cái Kéo văn phòng lưỡi thép trắng trung Deli 6010 - 210mm,"369,000 đ",KEO002
Combo 12 cái Kéo văn phòng lưỡi thép trắng nhỏ Deli 6009 - 180mm,"259,000 đ",KEO001
Áo sơ mi nam dài tay vải Bò màu Xanh Nước Biển T3121J934,"509,000 đ",OEMASMN2190
Áo sơ mi nam dài tay vải Bò màu Xanh Da Trời T3121J934,"509,000 đ",OEMASMN2191
Áo sơ mi nam dài tay vải sợi Cotton màu Xanh Da Trời T3121C1323,"509,000 đ",OEMASMN2192
Áo sơ mi nam dài tay vải sợi Cotton màu Xanh Tím Than T3121C1323,"509,000 đ",OEMASMN2193
Áo sơ mi nam dài tay vải sợi Cotton màu Ghi kẻ Đen Trắng D3123L1884,"538,000 đ",OEMASMN2194
Áo sơ mi nam dài tay vải sợi Cotton màu Ghi kẻ Xanh Trắng D3123L1884,"538,000 đ",OEMASMN2195
250 Khẩu trang y tế 4 lớp Trường Dương,"191,000 đ",8935313000015
250 Khẩu trang y tế 3 lớp Trường Dương,"167,000 đ",8935313000008
150 Khẩu trang y tế  3 lớp Gold Mask,"158,000 đ",8935313000206
100 Khẩu trang y tế  4 lớp Gold  Mask,"143,000 đ",8935313000220
150 Khẩu trang y tế  4 lớp Gold  Mask,"195,000 đ",8935313000213
100 Khẩu trang y tế 4 lớp Gold Mask hương vỏ bưởi,"172,000 đ",8935313000244
100 Khẩu trang y tế 4 lớp Gold Mask hương bạc hà,"172,000 đ",8935313000251
100 Khẩu trang y tế 4 lớp Gold Mask hương cam ngọt,"172,000 đ",8935313000237
100 Khẩu trang y tế 4 lớp Gold Mask hương chanh sả,"172,000 đ",8935313000169
50 Khẩu trang y tế 3D Gold Mask size M túi 5c,"258,000 đ",8935313000152
30 Khẩu trang y tế 3D  Gold Mask size S túi 5c,"149,000 đ",8935313000145
30 Khẩu trang y tế 3D Gold Mask size M túi 10c,"149,000 đ",8935313000176
25 Khẩu trang y tế 3D Gold Mask size M túi 5c hương vỏ bưởi,"143,000 đ",8935313000114
25 Khẩu trang y tế 3D Gold Mask size M túi 5c hương cam ngọt,"143,000 đ",8935313000091
25 Khẩu trang y tế 3D Gold Mask size M túi 5c hương bạc hà,"143,000 đ",8935313000039
30 Khẩu trang y tế 3D  Gold Mask size S túi 10c,"141,000 đ",8935313000121
25 Khẩu trang y tế 3D Gold Mask size M túi 5c hương chanh sả,"143,000 đ",8935313000060
16 Khẩu trang y tế N95 Gold Mask túi 2 chiếc,"138,000 đ",8935313001203
20 Khẩu trang y tế N95 Gold Mask Hộp 20 chiếc,"148,000 đ",8935313001241
20 Khẩu trang y tế N95 Gold Mask Hộp 10 chiếc,"153,000 đ",8935313001210
10 Tấm chắn giọt bắn cho người lớn,"229,000 đ",8935313000046
10 Tấm chắn giọt bắn cho trẻ em,"182,000 đ",8935313000411
"12 chai Nước muối súc miệng Storin Nacl 0,9% dung tích 1000ml","286,000 đ",8935313000.404
"24 chai Nước muối súc miệng Storin Nacl 0,9% chai 500ml","319,000 đ",8935313000138
16 Khăn thấm sữa sợi tre cao cấp 30x30,"142,000 đ",8935313000299
60 Khăn thấm sữa sợi tre cao cấp 80x80,"159,000 đ",8935313000305
12 Khăn thấm sữa sợi tre cao cấp loại trơn 30x30,"175,000 đ",8935313000312
12 món đồ sơ sinh vải 100% coton tiệt trùng,"169,000 đ",8935313000022
